Symbol,Company Name,Type,Sector,Industry,Options
ICCC,ImmuCell Corporation,Common Stock,Healthcare,Biotechnology,False
IMRX,Immuneering Corporation,Common Stock,Healthcare,Biotechnology,False
IMUX,"Immunic, Inc.",Common Stock,Healthcare,Biotechnology,True
IBRX,"ImmunityBio, Inc.",Common Stock,Healthcare,Biotechnology,True
IMCR,Immunocore Holdings plc,Common Stock,Healthcare,Biotechnology,True
IMNM,"Immunome, Inc.",Common Stock,Healthcare,Biotechnology,True
IPA,ImmunoPrecise Antibodies Ltd.,Common Stock,Healthcare,Biotechnology,True
IMVT,"Immunovant, Inc.",Common Stock,Healthcare,Biotechnology,True
IMRN,Immuron Limited,Common Stock,Healthcare,Biotechnology,False
IMMP,Immutep Limited,Common Stock,Healthcare,Biotechnology,True
IBO,Impact BioMedical Inc.,Common Stock,Healthcare,Biotechnology,False
IMO,Imperial Oil Limited,Common Stock,Energy,Oil & Gas Integrated,True
IMPP,Imperial Petroleum Inc.,Common Stock,Energy,Oil & Gas Midstream,True
PI,"Impinj, Inc.",Common Stock,Technology,Semiconductors,True
IMNN,"Imunon, Inc.",Common Stock,Healthcare,Biotechnology,False
INAB,"IN8bio, Inc.",Common Stock,Healthcare,Biotechnology,False
IXHL,Incannex Healthcare Inc.,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,False
IOR,"Income Opportunity Realty Investors, Inc.",Common Stock,Financials,Mortgage Finance,False
INCY,Incyte Corporation,Common Stock,Healthcare,Biotechnology,True
INDP,"Indaptus Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,False
IRT,"Independence Realty Trust, Inc.",Common Stock,Real Estate,REIT - Residential,True
INDB,Independent Bank Corp.,Common Stock,Financials,Banks - Regional,True
IBCP,Independent Bank Corporation,Common Stock,Financials,Banks - Regional,True
RILA,Indexperts Gorilla Aggressive Growth ETF,ETF,,ETF,False
QIDX,Indexperts Quality Earnings Focused ETF,ETF,,ETF,False
YFFI,Indexperts Yield Focused Fixed Income ETF,ETF,,ETF,False
INDI,"indie Semiconductor, Inc.",Common Stock,Technology,Semiconductor Equipment & Materials,True
INDV,Indivior PLC,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
INDO,Indonesia Energy Corporation Limited,Common Stock,Energy,Oil & Gas Exploration & Production,False
ILPT,Industrial Logistics Properties Trust,Common Stock,Real Estate,REIT - Industrial,True
XLI,Industrial Select Sector SPDR Fund,ETF,ETF-Industrials,ETF,True
INR,"Infinity Natural Resources, Inc.",Common Stock,Energy,Oil & Gas Exploration & Production,False
IFRX,InflaRx N.V.,Common Stock,Healthcare,Biotechnology,True
IPCX,Inflection Point Acquisition Corp. III,,Financials,Shell Companies,False
IFBD,"Infobird Co., Ltd",Common Stock,Technology,Software - Application,False
INFA,Informatica Inc.,Common Stock,Technology,Software - Infrastructure,True
III,"Information Services Group, Inc.",Common Stock,Technology,Information Technology Services,True
INFY,Infosys Limited,Common Stock,Technology,Information Technology Services,True
AMZA,InfraCap MLP ETF,ETF,ETF-Energy Limited Partnership,ETF,True
PFFR,InfraCap REIT Preferred ETF,ETF,ETF-Preferred Stock,ETF,False
BNDS,Infrastructure Capital Bond Income ETF,ETF,,ETF,False
ICAP,Infrastructure Capital Equity Income ETF,ETF,ETF-Mid-Cap Value,ETF,False
SCAP,Infrastructure Capital Small Cap Income ETF,ETF,ETF-Small Value,ETF,False
INFU,"InfuSystem Holdings, Inc.",Common Stock,Healthcare,Medical Instruments & Supplies,True
ING,ING Groep N.V.,Common Stock,Financials,Banks - Diversified,True
IR,Ingersoll Rand Inc.,Common Stock,Industrials,Specialty Industrial Machinery,True
NGVT,Ingevity Corporation,Common Stock,Materials,Specialty Chemicals,True
IMKTA,"Ingles Markets, Incorporated",Common Stock,Consumer Staples,Grocery Stores,True
INGM,Ingram Micro Holding Corporation,Common Stock,Technology,Information Technology Services,True
INGR,Ingredion Incorporated,Common Stock,Consumer Staples,Packaged Foods,True
IKT,"Inhibikase Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,False
INBX,"Inhibrx Biosciences, Inc.",Common Stock,Healthcare,Biotechnology,True
INLF,INLIF Limited,Common Stock,Industrials,Specialty Industrial Machinery,False
INM,InMed Pharmaceuticals Inc.,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,False
INMD,InMode Ltd.,Common Stock,Healthcare,Medical Devices,True
INMB,"INmune Bio, Inc.",Common Stock,Healthcare,Biotechnology,True
IPHA,Innate Pharma S.A.,Common Stock,Healthcare,Biotechnology,False
INEO,INNEOVA Holdings Limited,Common Stock,Consumer Discretionary,Auto Parts,False
INHD,Inno Holdings Inc.,Common Stock,Materials,Steel,False
INOD,Innodata Inc.,Common Stock,Technology,Information Technology Services,True
IOSP,Innospec Inc.,Common Stock,Materials,Specialty Chemicals,True
INNV,InnovAge Holding Corp.,Common Stock,Healthcare,Medical Care Facilities,True
VATE,INNOVATE Corp.,Common Stock,Industrials,Engineering & Construction,False
GINN,Innovate Equity ETF,ETF,ETF-Technology,ETF,True
IBG,Innovation Beverage Group Limited,Common Stock,Consumer Staples,Beverages - Wineries & Distilleries,False
LUCY,"Innovative Eyewear, Inc.",Common Stock,Healthcare,Medical Instruments & Supplies,False
IIPR,"Innovative Industrial Properties, Inc.",Common Stock,Real Estate,REIT - Industrial,True
ISSC,"Innovative Solutions and Support, Inc.",Common Stock,Industrials,Aerospace & Defense,True
ZAPR,Innovator 1 Yr April,Common Stock,,ETF,False
ZAUG,Innovator 1 Yr August,ETF,ETF-Defined Outcome,ETF,False
ZDEK,Innovator 1 Yr December,ETF,,ETF,False
ZFEB,Innovator 1 Yr February,ETF,,ETF,False
ZJAN,Innovator 1 Yr January,ETF,,ETF,False
ZMAR,Innovator 1 Yr March,ETF,,ETF,False
ZNOV,Innovator 1 Yr November,ETF,ETF-Defined Outcome,ETF,False
ZOCT,Innovator 1 Yr October,ETF,ETF-Defined Outcome,ETF,False
ZSEP,Innovator 1 Yr September,ETF,ETF-Defined Outcome,ETF,False
AAPR,Innovator 2 Yr to April 2026,ETF,ETF-Defined Outcome,ETF,False
TAPR,Innovator 2 Yr to April 2027,ETF,,ETF,False
AJAN,Innovator 2 Yr to January 2026,ETF,ETF-Defined Outcome,ETF,False
TJAN,Innovator 2 Yr to January 2027,ETF,,ETF,False
TJUL,Innovator 2 Yr to July 2025,ETF,ETF-Defined Outcome,ETF,False
AJUL,Innovator 2 Yr to July 2026,ETF,ETF-Defined Outcome,ETF,False
AOCT,Innovator 2 Yr to October 2026,ETF,ETF-Defined Outcome,ETF,False
TFJL,Innovator 20+ Year Treasury Bond 5 Floor ETF - July,ETF,ETF-Defined Outcome,ETF,False
TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
APOC,Innovator 6mo Apr/Oct,ETF,ETF-Defined Outcome,ETF,False
JAJL,Innovator 6mo Jan/Jul,ETF,ETF-Defined Outcome,ETF,False
BSTP,Innovator Buffer Step-Up Strategy ETF,ETF,ETF-Defined Outcome,ETF,False
SPUT,Innovator Daily PutWrite ETF,ETF,,ETF,False
LOUP,Innovator Deepwater Frontier Tech ETF,ETF,ETF-Technology,ETF,True
BALT,Innovator Defined Wealth Shield ETF,ETF,ETF-Defined Outcome,ETF,False
EAPR,Innovator Emerging Markets Power Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
EJUL,Innovator Emerging Markets Power Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
EOCT,Innovator Emerging Markets Power Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
EJAN,Innovator Emerging Markets Power Buffer ETF January,ETF,ETF-Defined Outcome,ETF,False
ZJUN,Innovator Equity Defined Protection ETF,Common Stock,,ETF,False
ZJUL,Innovator Equity Defined Protection ETF - 1 Yr July,ETF,ETF-Defined Outcome,ETF,False
ZMAY,Innovator Equity Defined Protection ETF - 1 Yr May,ETF,,ETF,False
BFRZ,Innovator Equity Managed 100 Buffer ETF,ETF,,ETF,False
SFLR,Innovator Equity Managed Floor ETF,ETF,ETF-Defined Outcome,ETF,False
IGTR,Innovator Gradient Tactical Rotation Strategy ETF,ETF,ETF-Global Large-Stock Blend,ETF,False
XDQQ,Innovator Growth Accelerated ETF - Quarterly,ETF,ETF-Trading--Leveraged Equity,ETF,False
QTAP,Innovator Growth Accelerated Plus ETF - April,ETF,ETF-Defined Outcome,ETF,False
QTJA,Innovator Growth Accelerated Plus ETF - January,ETF,ETF-Defined Outcome,ETF,False
QTJL,Innovator Growth Accelerated Plus ETF - July,ETF,ETF-Defined Outcome,ETF,False
QTOC,Innovator Growth Accelerated Plus ETF - October,ETF,ETF-Defined Outcome,ETF,False
NAPR,Innovator Growth-100 Power Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
NAUG,Innovator Growth-100 Power Buffer ETF - August,ETF,ETF-Defined Outcome,ETF,False
NDEC,Innovator Growth-100 Power Buffer ETF - December,ETF,,ETF,False
NFEB,Innovator Growth-100 Power Buffer ETF - February,ETF,,ETF,False
NJAN,Innovator Growth-100 Power Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
NJUL,Innovator Growth-100 Power Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
NJUN,Innovator Growth-100 Power Buffer ETF - June,ETF,ETF-Defined Outcome,ETF,False
NMAR,Innovator Growth-100 Power Buffer ETF - March,ETF,,ETF,False
NMAY,Innovator Growth-100 Power Buffer ETF - May,ETF,,ETF,False
NNOV,Innovator Growth-100 Power Buffer ETF - November,ETF,ETF-Defined Outcome,ETF,False
NOCT,Innovator Growth-100 Power Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
NSEP,Innovator Growth-100 Power Buffer ETF - September,ETF,ETF-Defined Outcome,ETF,False
QHDG,Innovator Hedged Nasdaq-100 ETF,ETF,ETF-Equity Hedged,ETF,False
FFTY,Innovator IBD 50 ETF,ETF,ETF-Mid-Cap Growth,ETF,True
BOUT,Innovator IBD Breakout Opportunities ETF,ETF,ETF-Mid-Cap Growth,ETF,False
IBUF,Innovator International Developed 10 Buffer ETF - Quarterly,ETF,ETF-Defined Outcome,ETF,False
IAPR,Innovator International Developed Power Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
IJAN,Innovator International Developed Power Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
IJUL,Innovator International Developed Power Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
IJUN,Innovator International Developed Power Buffer ETF - June,ETF,ETF-Defined Outcome,ETF,False
IMAY,Innovator International Developed Power Buffer ETF - May,ETF,ETF-Defined Outcome,ETF,False
IOCT,Innovator International Developed Power Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
ISEP,Innovator International Developed Power Buffer ETF - September,ETF,ETF-Defined Outcome,ETF,False
IAUG,Innovator International Developed Power Buffer ETF August,ETF,ETF-Defined Outcome,ETF,False
IDEC,Innovator International Developed Power Buffer ETF December,ETF,ETF-Defined Outcome,ETF,False
IFEB,Innovator International Developed Power Buffer ETF February,ETF,ETF-Defined Outcome,ETF,False
IMAR,Innovator International Developed Power Buffer ETF March,ETF,ETF-Defined Outcome,ETF,False
INOV,Innovator International Developed Power Buffer ETF November,ETF,ETF-Defined Outcome,ETF,False
BUFB,Innovator Laddered Allocation Buffer ETF,ETF,ETF-Defined Outcome,ETF,False
BUFF,Innovator Laddered Allocation Power Buffer ETF,ETF,ETF-Defined Outcome,ETF,False
QBUF,Innovator Nasdaq-100 10 Buffer ETF Quarterly,ETF,ETF-Defined Outcome,ETF,False
QFLR,Innovator Nasdaq-100 Managed Floor ETF,ETF,ETF-Defined Outcome,ETF,False
PSTP,Innovator Power Buffer Step-Up Strategy ETF,ETF,ETF-Defined Outcome,ETF,False
JULD,Innovator Premium Income 10 Barrier ETF - July,ETF,ETF-Defined Outcome,ETF,False
OCTD,Innovator Premium Income 10 Barrier ETF - October,ETF,ETF-Defined Outcome,ETF,False
LAPR,Innovator Premium Income 15 Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
LJAN,Innovator Premium Income 15 Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
LJUL,Innovator Premium Income 15 Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
LOCT,Innovator Premium Income 15 Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
APRH,Innovator Premium Income 20 Barrier ETF - April,ETF,ETF-Defined Outcome,ETF,False
JANH,Innovator Premium Income 20 Barrier ETF - January,ETF,ETF-Defined Outcome,ETF,False
JULH,Innovator Premium Income 20 Barrier ETF - July,ETF,ETF-Defined Outcome,ETF,False
OCTH,Innovator Premium Income 20 Barrier ETF - October,ETF,ETF-Defined Outcome,ETF,False
APRJ,Innovator Premium Income 30 Barrier ETF - April,ETF,ETF-Defined Outcome,ETF,False
JANJ,Innovator Premium Income 30 Barrier ETF - January,ETF,ETF-Defined Outcome,ETF,False
JULJ,Innovator Premium Income 30 Barrier ETF - July,ETF,ETF-Defined Outcome,ETF,False
OCTJ,Innovator Premium Income 30 Barrier ETF - October,ETF,ETF-Defined Outcome,ETF,False
JULQ,Innovator Premium Income 40 Barrier ETF - July,ETF,ETF-Defined Outcome,ETF,False
OCTQ,Innovator Premium Income 40 Barrier ETF - October,ETF,ETF-Defined Outcome,ETF,False
HJUL,Innovator Premium Income 9 Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
HOCT,Innovator Premium Income 9 Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
EBUF,Innovator Quarterly Trust Units,ETF,ETF-Defined Outcome,ETF,False
EPRF,Innovator S&P Investment Grade Preferred ETF,ETF,ETF-Preferred Stock,ETF,False
ZALT,Innovator U.S. Equity 10 Buffer ETF - Quarterly,ETF,ETF-Defined Outcome,ETF,False
EALT,Innovator U.S. Equity 5 to 15 Buffer ETF - Quarterly,ETF,ETF-Defined Outcome,ETF,False
XBAP,Innovator U.S. Equity Accelerated 9 Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
XBJA,Innovator U.S. Equity Accelerated 9 Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
XBJL,Innovator U.S. Equity Accelerated 9 Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
XBOC,Innovator U.S. Equity Accelerated 9 Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
XDJL,Innovator U.S. Equity Accelerated ETF - July,ETF,ETF-Defined Outcome,ETF,False
XDOC,Innovator U.S. Equity Accelerated ETF - October,ETF,ETF-Defined Outcome,ETF,False
XTAP,Innovator U.S. Equity Accelerated Plus ETF,ETF,ETF-Defined Outcome,ETF,False
XTJA,Innovator U.S. Equity Accelerated Plus ETF - January,ETF,ETF-Defined Outcome,ETF,False
XTJL,Innovator U.S. Equity Accelerated Plus ETF - July,ETF,ETF-Defined Outcome,ETF,False
XTOC,Innovator U.S. Equity Accelerated Plus ETF - October,ETF,ETF-Defined Outcome,ETF,False
BAPR,Innovator U.S. Equity Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
BAUG,Innovator U.S. Equity Buffer ETF - August,ETF,ETF-Defined Outcome,ETF,False
BDEC,Innovator U.S. Equity Buffer ETF - December,ETF,ETF-Defined Outcome,ETF,False
BFEB,Innovator U.S. Equity Buffer ETF - February,ETF,ETF-Defined Outcome,ETF,False
BJAN,Innovator U.S. Equity Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
BJUL,Innovator U.S. Equity Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
BJUN,Innovator U.S. Equity Buffer ETF - June,ETF,ETF-Defined Outcome,ETF,False
BMAR,Innovator U.S. Equity Buffer ETF - March,ETF,ETF-Defined Outcome,ETF,False
BMAY,Innovator U.S. Equity Buffer ETF - May,ETF,ETF-Defined Outcome,ETF,False
BNOV,Innovator U.S. Equity Buffer ETF - November,ETF,ETF-Defined Outcome,ETF,False
BOCT,Innovator U.S. Equity Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
BSEP,Innovator U.S. Equity Buffer ETF - September,ETF,ETF-Defined Outcome,ETF,False
PAPR,Innovator U.S. Equity Power Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
PAUG,Innovator U.S. Equity Power Buffer ETF - August,ETF,ETF-Defined Outcome,ETF,False
PDEC,Innovator U.S. Equity Power Buffer ETF - December,ETF,ETF-Defined Outcome,ETF,False
PFEB,Innovator U.S. Equity Power Buffer ETF - February,ETF,ETF-Defined Outcome,ETF,False
PJAN,Innovator U.S. Equity Power Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
PJUL,Innovator U.S. Equity Power Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
PJUN,Innovator U.S. Equity Power Buffer ETF - June,ETF,ETF-Defined Outcome,ETF,False
PMAR,Innovator U.S. Equity Power Buffer ETF - March,ETF,ETF-Defined Outcome,ETF,False
PMAY,Innovator U.S. Equity Power Buffer ETF - May,ETF,ETF-Defined Outcome,ETF,False
PNOV,Innovator U.S. Equity Power Buffer ETF - November,ETF,ETF-Defined Outcome,ETF,False
POCT,Innovator U.S. Equity Power Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
PSEP,Innovator U.S. Equity Power Buffer ETF - September,ETF,ETF-Defined Outcome,ETF,False
UAPR,Innovator U.S. Equity Ultra Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
UAUG,Innovator U.S. Equity Ultra Buffer ETF - August,ETF,ETF-Defined Outcome,ETF,False
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,ETF,ETF-Defined Outcome,ETF,False
UFEB,Innovator U.S. Equity Ultra Buffer ETF - February,ETF,ETF-Defined Outcome,ETF,False
UJAN,Innovator U.S. Equity Ultra Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
UJUL,Innovator U.S. Equity Ultra Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
UJUN,Innovator U.S. Equity Ultra Buffer ETF - June,ETF,ETF-Defined Outcome,ETF,False
UMAR,Innovator U.S. Equity Ultra Buffer ETF - March,ETF,ETF-Defined Outcome,ETF,False
UMAY,Innovator U.S. Equity Ultra Buffer ETF - May,ETF,ETF-Defined Outcome,ETF,False
UNOV,Innovator U.S. Equity Ultra Buffer ETF - November,ETF,ETF-Defined Outcome,ETF,False
UOCT,Innovator U.S. Equity Ultra Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
USEP,Innovator U.S. Equity Ultra Buffer ETF - September,ETF,ETF-Defined Outcome,ETF,False
RBUF,Innovator U.S. Small Cap 10 Buffer ETF - Quarterly,ETF,ETF-Defined Outcome,ETF,False
RFLR,Innovator U.S. Small Cap Managed Floor ETF,ETF,ETF-Defined Outcome,ETF,False
KAPR,Innovator U.S. Small Cap Power Buffer ETF - April,ETF,ETF-Defined Outcome,ETF,False
KDEC,Innovator U.S. Small Cap Power Buffer ETF - December,ETF,,ETF,False
KFEB,Innovator U.S. Small Cap Power Buffer ETF - February,ETF,,ETF,False
KJAN,Innovator U.S. Small Cap Power Buffer ETF - January,ETF,ETF-Defined Outcome,ETF,False
KJUL,Innovator U.S. Small Cap Power Buffer ETF - July,ETF,ETF-Defined Outcome,ETF,False
KJUN,Innovator U.S. Small Cap Power Buffer ETF - June,ETF,ETF-Defined Outcome,ETF,False
KMAR,Innovator U.S. Small Cap Power Buffer ETF - March,ETF,,ETF,False
KMAY,Innovator U.S. Small Cap Power Buffer ETF - May,ETF,,ETF,False
KNOV,Innovator U.S. Small Cap Power Buffer ETF - November,ETF,ETF-Defined Outcome,ETF,False
KOCT,Innovator U.S. Small Cap Power Buffer ETF - October,ETF,ETF-Defined Outcome,ETF,False
KSEP,Innovator U.S. Small Cap Power Buffer ETF - September,ETF,ETF-Defined Outcome,ETF,False
XUSP,Innovator Uncapped Accelerated U.S. Equity ETF,ETF,ETF-Trading--Leveraged Equity,ETF,False
QBF,Innovator Uncapped Bitcoin 20 Floor ETF - Quarterly,ETF,,ETF,False
XDSQ,Innovator US Equity Accelerated ETF,ETF,ETF-Trading--Leveraged Equity,ETF,False
KAUG,Innovator US Small Cap Power Buffer ETF - August,ETF,ETF-Defined Outcome,ETF,False
INVX,"Innovex International, Inc.",Common Stock,Energy,Oil & Gas Equipment & Services,True
INVA,"Innoviva, Inc.",Common Stock,Healthcare,Biotechnology,True
INVZ,Innoviz Technologies Ltd.,Common Stock,Consumer Discretionary,Auto Parts,True
IHT,InnSuites Hospitality Trust,Common Stock,Real Estate,REIT - Hotel & Motel,False
INV,"Innventure, Inc.",Common Stock,Financials,Asset Management,False
INGN,"Inogen, Inc.",Common Stock,Healthcare,Medical Devices,True
NOTV,"Inotiv, Inc.",Common Stock,Healthcare,Diagnostics & Research,True
INO,"Inovio Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
INZY,"Inozyme Pharma, Inc.",Common Stock,Healthcare,Biotechnology,True
INSG,Inseego Corp.,Common Stock,Technology,Communication Equipment,True
NSIT,"Insight Enterprises, Inc.",Common Stock,Technology,Electronics & Computer Distribution,True
INSM,Insmed Incorporated,Common Stock,Healthcare,Biotechnology,True
NSP,"Insperity, Inc.",Common Stock,Industrials,Staffing & Employment Services,True
IINN,Inspira Technologies Oxy B.H.N. Ltd.,Common Stock,Healthcare,Medical Devices,False
ISPO,Inspirato Incorporated,Common Stock,Consumer Discretionary,Travel Services,False
BIBL,Inspire 100 ETF,ETF,ETF-Large Blend,ETF,False
PTL,Inspire 500 ETF,ETF,ETF-Large Blend,ETF,False
IBD,Inspire Corporate Bond ETF,ETF,ETF-Corporate Bond,ETF,False
GLRY,Inspire Faithward Mid Cap Momentum ETF,ETF,ETF-Small Blend,ETF,False
FDLS,Inspire Fidelis Multi Factor ETF,ETF,ETF-Mid-Cap Blend,ETF,False
BLES,Inspire Global Hope ETF,ETF,ETF-Global Large-Stock Blend,ETF,False
WWJD,Inspire International ETF,ETF,ETF-Foreign Large Blend,ETF,False
INSP,"Inspire Medical Systems, Inc.",Common Stock,Healthcare,Medical Devices,True
ISMD,Inspire Small/Mid Cap ETF,ETF,ETF-Small Blend,ETF,False
RISN,Inspire Tactical Balanced ETF,ETF,ETF-Tactical Allocation,ETF,False
IVP,"Inspire Veterinary Partners, Inc.",Common Stock,Consumer Discretionary,Personal Services,False
INSE,"Inspired Entertainment, Inc.",Common Stock,Consumer Discretionary,Gambling,True
NSPR,"InspireMD, Inc.",Common Stock,Healthcare,Medical Devices,True
IBP,"Installed Building Products, Inc.",Common Stock,Consumer Discretionary,Residential Construction,True
IIIN,"Insteel Industries, Inc.",Common Stock,Industrials,Metal Fabrication,True
TIL,"Instil Bio, Inc.",Common Stock,Healthcare,Biotechnology,False
PODD,Insulet Corporation,Common Stock,Healthcare,Medical Devices,True
INTA,"Intapp, Inc.",Common Stock,Technology,Software - Application,True
ICG,Intchains Group Limited,Common Stock,Technology,Semiconductors,False
LGDX,Intech S&P Large Cap Diversified Alpha ETF,Common Stock,,ETF,False
SMDX,Intech S&P Small-Mid Cap Diversified Alpha ETF,Common Stock,,ETF,False
ITGR,Integer Holdings Corporation,Common Stock,Healthcare,Medical Devices,True
IART,Integra LifeSciences Holdings Corporation,Common Stock,Healthcare,Medical Devices,True
ITRG,Integra Resources Corp.,Common Stock,Materials,Other Precious Metals & Mining,False
IAS,Integral Ad Science Holding Corp.,Common Stock,Communication Services,Advertising Agencies,True
IMTE,Integrated Media Technology Limited,Common Stock,Technology,Electronic Components,False
INTC,Intel Corporation,Common Stock,Technology,Semiconductors,True
NTLA,"Intellia Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
IDN,"Intellicheck, Inc.",Common Stock,Technology,Software - Application,True
INBS,Intelligent Bio Solutions Inc.,Common Stock,Healthcare,Medical Devices,False
INTJ,Intelligent Group Limited,Common Stock,Industrials,Consulting Services,False
LIVR,Intelligent Livermore ETF,ETF,ETF-Large Blend,ETF,False
ILAG,Intelligent Living Application Group Inc.,Common Stock,Industrials,Building Products & Equipment,False
IPM,Intelligent Protection Management Corp.,Common Stock,Technology,Software - Application,False
REAI,Intelligent Real Estate ETF,ETF,ETF-Real Estate,ETF,False
INLX,"Intellinetics, Inc.",Common Stock,Technology,Software - Application,False
INTS,"Intensity Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,False
INTR,"Inter & Co, Inc.",Common Stock,Financials,Banks - Regional,True
IBKR,"Interactive Brokers Group, Inc.",Common Stock,Financials,Capital Markets,True
TRNR,Interactive Strength Inc.,Common Stock,Consumer Discretionary,Personal Services,False
NCT,Intercont (Cayman) Limited,Common Stock,Industrials,Marine Shipping,False
ICE,"Intercontinental Exchange, Inc.",Common Stock,Financials,Financial Data & Stock Exchanges,True
IHG,InterContinental Hotels Group PLC,Common Stock,Consumer Discretionary,Lodging,False
IFS,Intercorp Financial Services Inc.,Common Stock,Financials,Banks - Regional,False
INCR,InterCure Ltd.,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
IDCC,"InterDigital, Inc.",Common Stock,Technology,Software - Application,True
TILE,"Interface, Inc.",Common Stock,Consumer Discretionary,"Furnishings, Fixtures & Appliances",True
LINK,"Interlink Electronics, Inc.",Common Stock,Technology,Electronic Components,False
IBOC,International Bancshares Corporation,Common Stock,Financials,Banks - Regional,True
IBM,International Business Machines Corporation,Common Stock,Technology,Information Technology Services,True
RINT,International Developed Equity Active ETF,,,ETF,False
IFF,International Flavors & Fragrances Inc.,Common Stock,Materials,Specialty Chemicals,True
IGT,International Game Technology PLC,Common Stock,Consumer Discretionary,Gambling,True
IGIC,International General Insurance Holdings Ltd.,Common Stock,Financials,Insurance - Diversified,True
IMXI,"International Money Express, Inc.",Common Stock,Technology,Software - Infrastructure,True
IP,International Paper Company,Common Stock,Consumer Discretionary,Packaging & Containers,True
INSW,"International Seaways, Inc.",Common Stock,Energy,Oil & Gas Midstream,True
THM,International Tower Hill Mines Ltd.,Common Stock,Materials,Gold,False
IPAR,"Interparfums, Inc.",Common Stock,Consumer Staples,Household & Personal Products,True
INTT,inTEST Corporation,Common Stock,Technology,Semiconductor Equipment & Materials,True
IPI,"Intrepid Potash, Inc.",Common Stock,Materials,Agricultural Inputs,True
INTZ,Intrusion Inc.,Common Stock,Technology,Software - Infrastructure,False
INTU,Intuit Inc.,Common Stock,Technology,Software - Application,True
LUNR,"Intuitive Machines, Inc.",Common Stock,Industrials,Aerospace & Defense,True
ISRG,"Intuitive Surgical, Inc.",Common Stock,Healthcare,Medical Instruments & Supplies,True
INUV,"Inuvo, Inc.",Common Stock,Technology,Software - Application,False
IVA,Inventiva S.A.,Common Stock,Healthcare,Biotechnology,False
IVT,InvenTrust Properties Corp.,Common Stock,Real Estate,REIT - Retail,True
VYLD,Inverse Vix Short-Term Futures ETN,Common Stock,,ETF,False
PBTP,Invesco 0-5 Yr US TIPS ETF,ETF,ETF-Short-Term Inflation-Protected Bond,ETF,False
ICLO,Invesco AAA CLO Floating Rate Note ETF,ETF,ETF-Ultrashort Bond,ETF,False
PSR,Invesco Active U.S. Real Estate Fund,ETF,ETF-Real Estate,ETF,True
PPA,Invesco Aerospace & Defense ETF,ETF,ETF-Industrials,ETF,True
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,ETF,ETF-Commodities Focused,ETF,True
IGPT,Invesco AI and Next Gen Software ETF,ETF,ETF-Technology,ETF,True
BLKC,Invesco Alerian Galaxy Blockchain Users and Decentralized Commerce ETF,ETF,ETF-Digital Assets,ETF,True
SATO,Invesco Alerian Galaxy Crypto Economy ETF,ETF,ETF-Digital Assets,ETF,True
PBE,Invesco Biotechnology & Genome ETF,ETF,ETF-Health,ETF,True
